sample,value,step,direction,file,Step
Gh_Ice_ME85-3-1132-A_s_32,149531,dadaF1s,Fwd,.1,Denoised
Gh_JMR-SM_AGT03-26_d_93,100016,dadaF1s,Fwd,.1,Denoised
Gh_JMR_DR01-A_d_87,67560,dadaF1s,Fwd,.1,Denoised
Gh_JMR_DR01-B_d_88,86019,dadaF1s,Fwd,.1,Denoised
Gh_JMR_DR01-C_d_89,68213,dadaF1s,Fwd,.1,Denoised
Gh_JMR_DR05-1-A_s_85,73843,dadaF1s,Fwd,.1,Denoised
Gh_JMR_DR05-1-B_s_86,83495,dadaF1s,Fwd,.1,Denoised
Gh_KS_193.1_d_79,50169,dadaF1s,Fwd,.1,Denoised
Gh_KS_193.2_d_81,130393,dadaF1s,Fwd,.1,Denoised
Gh_KS_197.1_s_57,100725,dadaF1s,Fwd,.1,Denoised
Gh_KS_200.5_s_58,73915,dadaF1s,Fwd,.1,Denoised
Gh_OK_293_d_01,134778,dadaF1s,Fwd,.1,Denoised
Gh_SM_AGT07-22.10_s_28,98421,dadaF1s,Fwd,.1,Denoised
Gh_SM_AGT07-22.2_s_56,101756,dadaF1s,Fwd,.1,Denoised
Gh_SM_AGT07-22.3_s_27,66100,dadaF1s,Fwd,.1,Denoised
Gh_SM_ROV12-11.2_d_29,46744,dadaF1s,Fwd,.1,Denoised
Gh_SM_ROV19-11_d_30,89380,dadaF1s,Fwd,.1,Denoised
Gh_Sva_100_d_82,92841,dadaF1s,Fwd,.1,Denoised
Gh_Sva_101_d_84,132570,dadaF1s,Fwd,.1,Denoised
Gh_Sva_62_s_31,35056,dadaF1s,Fwd,.1,Denoised
Gh_Vst_011TVG-004B_d_92,61794,dadaF1s,Fwd,.1,Denoised
Gh_Vst_019TVG-003B_d_90,135322,dadaF1s,Fwd,.1,Denoised
Gh_Vst_019TVG-010B_d_91,62779,dadaF1s,Fwd,.1,Denoised
Gh_Vst_045TVG-005B_i_61,129755,dadaF1s,Fwd,.1,Denoised
Gh_Vst_045TVG-011B_i_62,162414,dadaF1s,Fwd,.1,Denoised
Gh_Vst_045TVG-012B_i_64,114081,dadaF1s,Fwd,.1,Denoised
Gh_Vst_080TVG-009B_s_17,115031,dadaF1s,Fwd,.1,Denoised
Gh_Vst_080TVG-010B_s_18,204220,dadaF1s,Fwd,.1,Denoised
Gh_Vst_080TVG-013B_s_19,166076,dadaF1s,Fwd,.1,Denoised
Pv_FS_MPA_01601_s_52,55373,dadaF1s,Fwd,.1,Denoised
Pv_FS_MPA_01602_s_26,125128,dadaF1s,Fwd,.1,Denoised
Pv_FS_MPA_01603_s_53,38278,dadaF1s,Fwd,.1,Denoised
Pv_NoS_11452_s_08,62659,dadaF1s,Fwd,.1,Denoised
Pv_NoS_11456_s_22,64711,dadaF1s,Fwd,.1,Denoised
Pv_NoS_Notag_s_09,90557,dadaF1s,Fwd,.1,Denoised
Pv_NwK_ST5-38_s_29,70731,dadaF1s,Fwd,.1,Denoised
Pv_NwK_ST5-39_s_30,82549,dadaF1s,Fwd,.1,Denoised
Pv_RB_11218_s_13,142694,dadaF1s,Fwd,.1,Denoised
Pv_RB_11221_s_23,130153,dadaF1s,Fwd,.1,Denoised
Pv_RB_1418_s_15,58615,dadaF1s,Fwd,.1,Denoised
Pv_RB_1420_s_16,75221,dadaF1s,Fwd,.1,Denoised
Pv_RB_MPA_11417_s_20,42368,dadaF1s,Fwd,.1,Denoised
Pv_RB_MPA_11419_s_21,105042,dadaF1s,Fwd,.1,Denoised
Pv_RB_MPA_1865_s_24,51970,dadaF1s,Fwd,.1,Denoised
Pv_RB_MPA_1866_s_14,53792,dadaF1s,Fwd,.1,Denoised
Pv_SMK_ROV25-12_s_33,79019,dadaF1s,Fwd,.1,Denoised
Pv_SMK_ROV25-13_s_35,49132,dadaF1s,Fwd,.1,Denoised
Pv_SMK_ROV25-14_s_36,81172,dadaF1s,Fwd,.1,Denoised
Pv_SRT_046-26_s_11,41172,dadaF1s,Fwd,.1,Denoised
Pv_SRT_046-49_s_12,108921,dadaF1s,Fwd,.1,Denoised
Pv_SSNd_H044-01642_s_45,90600,dadaF1s,Fwd,.1,Denoised
Pv_SSNd_H044-01643_s_46,62459,dadaF1s,Fwd,.1,Denoised
Pv_SSNd_H044-01645_s_47,48681,dadaF1s,Fwd,.1,Denoised
Pv_Sw_11_s_05,56125,dadaF1s,Fwd,.1,Denoised
Pv_Sw_9_s_04,34846,dadaF1s,Fwd,.1,Denoised
Gb_BS_imp_15O4_s_31,46898,dadaF2s,Fwd,.2,Denoised
Gb_BS_imp_18R6_s_38,84678,dadaF2s,Fwd,.2,Denoised
Gb_BS_imp_23W4_s_37,54770,dadaF2s,Fwd,.2,Denoised
Gb_BS_imp_9I4_s_39,49069,dadaF2s,Fwd,.2,Denoised
Gb_BS_unimp_14N5_s_41,104187,dadaF2s,Fwd,.2,Denoised
Gb_BS_unimp_3C6_s_43,72877,dadaF2s,Fwd,.2,Denoised
Gb_BS_unimp_4D2_s_40,42572,dadaF2s,Fwd,.2,Denoised
Gb_BS_unimp_6F4_s_42,59451,dadaF2s,Fwd,.2,Denoised
Gb_Can_M_Trip8-75.1_d_69,117376,dadaF2s,Fwd,.2,Denoised
Gb_Can_M_Trip8-75.2_d_70,95045,dadaF2s,Fwd,.2,Denoised
Gb_Can_M_Trip8-75.3_d_71,82757,dadaF2s,Fwd,.2,Denoised
Gb_Can_S_15O6_d_75,37792,dadaF2s,Fwd,.2,Denoised
Gb_Can_S_16P6_s_55,188325,dadaF2s,Fwd,.2,Denoised
Gb_Can_S_17Q3_d_77,89143,dadaF2s,Fwd,.2,Denoised
Gb_Can_S_23W6_d_78,31240,dadaF2s,Fwd,.2,Denoised
Gb_Can_S_2B6_d_76,78132,dadaF2s,Fwd,.2,Denoised
Gb_Can_S_5E2_s_44,95563,dadaF2s,Fwd,.2,Denoised
Gb_Can_S_8H6_s_54,59566,dadaF2s,Fwd,.2,Denoised
Gb_FS_MPA_14N4_s_50,66893,dadaF2s,Fwd,.2,Denoised
Gb_FS_MPA_20T6_s_49,63655,dadaF2s,Fwd,.2,Denoised
Gb_FS_MPA_22V2_s_51,87495,dadaF2s,Fwd,.2,Denoised
Gb_NOR_17Q2_s_01,105681,dadaF2s,Fwd,.2,Denoised
Gb_NOR_18R2_s_02,61192,dadaF2s,Fwd,.2,Denoised
Gb_NOR_1A7_s_03,54557,dadaF2s,Fwd,.2,Denoised
Gb_NwK_12L5_s_27,43812,dadaF2s,Fwd,.2,Denoised
Gb_NwK_21U5_s_28,71147,dadaF2s,Fwd,.2,Denoised
Gb_OK_289_d_02,62692,dadaF2s,Fwd,.2,Denoised
Gb_RSB_MPA_13M4_d_74,41073,dadaF2s,Fwd,.2,Denoised
Gb_RSB_MPA_13M5_d_72,54467,dadaF2s,Fwd,.2,Denoised
Gb_RSB_MPA_18R4_d_73,76717,dadaF2s,Fwd,.2,Denoised
Gb_SRT_1A5_s_23,90306,dadaF2s,Fwd,.2,Denoised
Gb_SRT_8H5_s_22,84063,dadaF2s,Fwd,.2,Denoised
Gb_Sva_20T5_s_25,82212,dadaF2s,Fwd,.2,Denoised
Gb_Sva_7G6_s_26,52189,dadaF2s,Fwd,.2,Denoised
Gb_Sw_15O5_s_21,112223,dadaF2s,Fwd,.2,Denoised
Gb_Sw_22V6_s_06,81031,dadaF2s,Fwd,.2,Denoised
Gh_Can_M_Trip8-75.5_d_66,85426,dadaF2s,Fwd,.2,Denoised
Gh_Can_M_Trip8-75.7_d_67,92399,dadaF2s,Fwd,.2,Denoised
Gh_Can_M_Trip8-75.8_d_68,75122,dadaF2s,Fwd,.2,Denoised
Gh_Ice_A11-641-B_s_25,154600,dadaF2s,Fwd,.2,Denoised
Gh_Ice_ME85-3-1123-2-C_d_59,99255,dadaF2s,Fwd,.2,Denoised
Gh_Ice_ME85-3-1123-B_d_60,136474,dadaF2s,Fwd,.2,Denoised
Gh_Ice_ME85-3-1132-A_s_32,153997,dadaF2s,Fwd,.2,Denoised
Gh_JMR-SM_AGT03-26_d_93,102870,dadaF2s,Fwd,.2,Denoised
Gh_JMR_DR01-A_d_87,69303,dadaF2s,Fwd,.2,Denoised
Gh_JMR_DR01-B_d_88,90452,dadaF2s,Fwd,.2,Denoised
Gh_JMR_DR01-C_d_89,70037,dadaF2s,Fwd,.2,Denoised
Gh_JMR_DR05-1-A_s_85,75412,dadaF2s,Fwd,.2,Denoised
Gh_JMR_DR05-1-B_s_86,86107,dadaF2s,Fwd,.2,Denoised
Gh_KS_193.1_d_79,50968,dadaF2s,Fwd,.2,Denoised
Gh_KS_193.2_d_81,132251,dadaF2s,Fwd,.2,Denoised
Gh_KS_197.1_s_57,103952,dadaF2s,Fwd,.2,Denoised
Gh_KS_200.5_s_58,76027,dadaF2s,Fwd,.2,Denoised
Gh_OK_293_d_01,137686,dadaF2s,Fwd,.2,Denoised
Gh_SM_AGT07-22.10_s_28,100562,dadaF2s,Fwd,.2,Denoised
Gh_SM_AGT07-22.2_s_56,104467,dadaF2s,Fwd,.2,Denoised
Gh_SM_AGT07-22.3_s_27,68045,dadaF2s,Fwd,.2,Denoised
Gh_SM_ROV12-11.2_d_29,48785,dadaF2s,Fwd,.2,Denoised
Gh_SM_ROV19-11_d_30,91683,dadaF2s,Fwd,.2,Denoised
Gh_Sva_100_d_82,96657,dadaF2s,Fwd,.2,Denoised
Gh_Sva_101_d_84,137445,dadaF2s,Fwd,.2,Denoised
Gh_Sva_62_s_31,37764,dadaF2s,Fwd,.2,Denoised
Gh_Vst_011TVG-004B_d_92,64224,dadaF2s,Fwd,.2,Denoised
Gh_Vst_019TVG-003B_d_90,138674,dadaF2s,Fwd,.2,Denoised
Gh_Vst_019TVG-010B_d_91,64729,dadaF2s,Fwd,.2,Denoised
Gh_Vst_045TVG-005B_i_61,132316,dadaF2s,Fwd,.2,Denoised
Gh_Vst_045TVG-011B_i_62,165461,dadaF2s,Fwd,.2,Denoised
Gh_Vst_045TVG-012B_i_64,116544,dadaF2s,Fwd,.2,Denoised
Gh_Vst_080TVG-009B_s_17,120324,dadaF2s,Fwd,.2,Denoised
Gh_Vst_080TVG-010B_s_18,211323,dadaF2s,Fwd,.2,Denoised
Gh_Vst_080TVG-013B_s_19,172693,dadaF2s,Fwd,.2,Denoised
Pv_FS_MPA_01601_s_52,57373,dadaF2s,Fwd,.2,Denoised
Pv_FS_MPA_01602_s_26,127999,dadaF2s,Fwd,.2,Denoised
Pv_FS_MPA_01603_s_53,40824,dadaF2s,Fwd,.2,Denoised
Pv_NoS_11452_s_08,64264,dadaF2s,Fwd,.2,Denoised
Pv_NoS_11456_s_22,65992,dadaF2s,Fwd,.2,Denoised
Pv_NoS_Notag_s_09,93466,dadaF2s,Fwd,.2,Denoised
Pv_NwK_ST5-38_s_29,73646,dadaF2s,Fwd,.2,Denoised
Pv_NwK_ST5-39_s_30,85627,dadaF2s,Fwd,.2,Denoised
Pv_RB_11218_s_13,146632,dadaF2s,Fwd,.2,Denoised
Pv_RB_11221_s_23,133836,dadaF2s,Fwd,.2,Denoised
Pv_RB_1418_s_15,59314,dadaF2s,Fwd,.2,Denoised
Pv_RB_1420_s_16,76953,dadaF2s,Fwd,.2,Denoised
Pv_RB_MPA_11417_s_20,44649,dadaF2s,Fwd,.2,Denoised
Pv_RB_MPA_11419_s_21,110541,dadaF2s,Fwd,.2,Denoised
Pv_RB_MPA_1865_s_24,54773,dadaF2s,Fwd,.2,Denoised
Pv_RB_MPA_1866_s_14,54693,dadaF2s,Fwd,.2,Denoised
Pv_SMK_ROV25-12_s_33,80376,dadaF2s,Fwd,.2,Denoised
Pv_SMK_ROV25-13_s_35,49994,dadaF2s,Fwd,.2,Denoised
Pv_SMK_ROV25-14_s_36,89193,dadaF2s,Fwd,.2,Denoised
Pv_SRT_046-26_s_11,41583,dadaF2s,Fwd,.2,Denoised
Pv_SRT_046-49_s_12,110229,dadaF2s,Fwd,.2,Denoised
Pv_SSNd_H044-01642_s_45,100467,dadaF2s,Fwd,.2,Denoised
Pv_SSNd_H044-01643_s_46,65371,dadaF2s,Fwd,.2,Denoised
Pv_SSNd_H044-01645_s_47,52005,dadaF2s,Fwd,.2,Denoised
Pv_Sw_11_s_05,57437,dadaF2s,Fwd,.2,Denoised
Pv_Sw_9_s_04,35966,dadaF2s,Fwd,.2,Denoised
Gb_BS_imp_15O4_s_31,28139,dadaR1s,Rev,.1,Denoised
Gb_BS_imp_18R6_s_38,52033,dadaR1s,Rev,.1,Denoised
Gb_BS_imp_23W4_s_37,34521,dadaR1s,Rev,.1,Denoised
Gb_BS_imp_9I4_s_39,33186,dadaR1s,Rev,.1,Denoised
Gb_BS_unimp_14N5_s_41,68551,dadaR1s,Rev,.1,Denoised
Gb_BS_unimp_3C6_s_43,42234,dadaR1s,Rev,.1,Denoised
Gb_BS_unimp_4D2_s_40,29568,dadaR1s,Rev,.1,Denoised
Gb_BS_unimp_6F4_s_42,43366,dadaR1s,Rev,.1,Denoised
Gb_Can_M_Trip8-75.1_d_69,60031,dadaR1s,Rev,.1,Denoised
Gb_Can_M_Trip8-75.2_d_70,55122,dadaR1s,Rev,.1,Denoised
Gb_Can_M_Trip8-75.3_d_71,43464,dadaR1s,Rev,.1,Denoised
Gb_Can_S_15O6_d_75,24536,dadaR1s,Rev,.1,Denoised
Gb_Can_S_16P6_s_55,133562,dadaR1s,Rev,.1,Denoised
Gb_Can_S_17Q3_d_77,53139,dadaR1s,Rev,.1,Denoised
Gb_Can_S_23W6_d_78,19613,dadaR1s,Rev,.1,Denoised
Gb_Can_S_2B6_d_76,33920,dadaR1s,Rev,.1,Denoised
Gb_Can_S_5E2_s_44,67795,dadaR1s,Rev,.1,Denoised
Gb_Can_S_8H6_s_54,44512,dadaR1s,Rev,.1,Denoised
Gb_FS_MPA_14N4_s_50,31301,dadaR1s,Rev,.1,Denoised
Gb_FS_MPA_20T6_s_49,43047,dadaR1s,Rev,.1,Denoised
Gb_FS_MPA_22V2_s_51,54594,dadaR1s,Rev,.1,Denoised
Gb_NOR_17Q2_s_01,63369,dadaR1s,Rev,.1,Denoised
Gb_NOR_18R2_s_02,45035,dadaR1s,Rev,.1,Denoised
Gb_NOR_1A7_s_03,39759,dadaR1s,Rev,.1,Denoised
Gb_NwK_12L5_s_27,30343,dadaR1s,Rev,.1,Denoised
Gb_NwK_21U5_s_28,39318,dadaR1s,Rev,.1,Denoised
Gb_OK_289_d_02,41201,dadaR1s,Rev,.1,Denoised
Gb_RSB_MPA_13M4_d_74,25302,dadaR1s,Rev,.1,Denoised
Gb_RSB_MPA_13M5_d_72,31056,dadaR1s,Rev,.1,Denoised
Gb_RSB_MPA_18R4_d_73,38972,dadaR1s,Rev,.1,Denoised
Gb_SRT_1A5_s_23,58297,dadaR1s,Rev,.1,Denoised
Gb_SRT_8H5_s_22,51351,dadaR1s,Rev,.1,Denoised
Gb_Sva_20T5_s_25,41932,dadaR1s,Rev,.1,Denoised
Gb_Sva_7G6_s_26,30895,dadaR1s,Rev,.1,Denoised
Gb_Sw_15O5_s_21,61989,dadaR1s,Rev,.1,Denoised
Gb_Sw_22V6_s_06,54101,dadaR1s,Rev,.1,Denoised
Gh_Can_M_Trip8-75.5_d_66,44336,dadaR1s,Rev,.1,Denoised
Gh_Can_M_Trip8-75.7_d_67,54702,dadaR1s,Rev,.1,Denoised
Gh_Can_M_Trip8-75.8_d_68,43693,dadaR1s,Rev,.1,Denoised
Gh_Ice_A11-641-B_s_25,74645,dadaR1s,Rev,.1,Denoised
Gh_Ice_ME85-3-1123-2-C_d_59,55985,dadaR1s,Rev,.1,Denoised
Gh_Ice_ME85-3-1123-B_d_60,76007,dadaR1s,Rev,.1,Denoised
Gh_Ice_ME85-3-1132-A_s_32,119438,dadaR1s,Rev,.1,Denoised
Gh_JMR-SM_AGT03-26_d_93,52520,dadaR1s,Rev,.1,Denoised
Gh_JMR_DR01-A_d_87,37306,dadaR1s,Rev,.1,Denoised
Gh_JMR_DR01-B_d_88,51628,dadaR1s,Rev,.1,Denoised
Gh_JMR_DR01-C_d_89,39147,dadaR1s,Rev,.1,Denoised
Gh_JMR_DR05-1-A_s_85,40486,dadaR1s,Rev,.1,Denoised
Gh_JMR_DR05-1-B_s_86,53181,dadaR1s,Rev,.1,Denoised
Gh_KS_193.1_d_79,32603,dadaR1s,Rev,.1,Denoised
Gh_KS_193.2_d_81,84550,dadaR1s,Rev,.1,Denoised
Gh_KS_197.1_s_57,54239,dadaR1s,Rev,.1,Denoised
Gh_KS_200.5_s_58,56943,dadaR1s,Rev,.1,Denoised
Gh_OK_293_d_01,73287,dadaR1s,Rev,.1,Denoised
Gh_SM_AGT07-22.10_s_28,51564,dadaR1s,Rev,.1,Denoised
Gh_SM_AGT07-22.2_s_56,64956,dadaR1s,Rev,.1,Denoised
Gh_SM_AGT07-22.3_s_27,44983,dadaR1s,Rev,.1,Denoised
Gh_SM_ROV12-11.2_d_29,25429,dadaR1s,Rev,.1,Denoised
Gh_SM_ROV19-11_d_30,43324,dadaR1s,Rev,.1,Denoised
Gh_Sva_100_d_82,61718,dadaR1s,Rev,.1,Denoised
Gh_Sva_101_d_84,76989,dadaR1s,Rev,.1,Denoised
Gh_Sva_62_s_31,24512,dadaR1s,Rev,.1,Denoised
Gh_Vst_011TVG-004B_d_92,34070,dadaR1s,Rev,.1,Denoised
Gh_Vst_019TVG-003B_d_90,81145,dadaR1s,Rev,.1,Denoised
Gh_Vst_019TVG-010B_d_91,31443,dadaR1s,Rev,.1,Denoised
Gh_Vst_045TVG-005B_i_61,90955,dadaR1s,Rev,.1,Denoised
Gh_Vst_045TVG-011B_i_62,104142,dadaR1s,Rev,.1,Denoised
Gh_Vst_045TVG-012B_i_64,71465,dadaR1s,Rev,.1,Denoised
Gh_Vst_080TVG-009B_s_17,85778,dadaR1s,Rev,.1,Denoised
Gh_Vst_080TVG-010B_s_18,135483,dadaR1s,Rev,.1,Denoised
Gh_Vst_080TVG-013B_s_19,114235,dadaR1s,Rev,.1,Denoised
Pv_FS_MPA_01601_s_52,35938,dadaR1s,Rev,.1,Denoised
Pv_FS_MPA_01602_s_26,63566,dadaR1s,Rev,.1,Denoised
Pv_FS_MPA_01603_s_53,24101,dadaR1s,Rev,.1,Denoised
Pv_NoS_11452_s_08,45434,dadaR1s,Rev,.1,Denoised
Pv_NoS_11456_s_22,39441,dadaR1s,Rev,.1,Denoised
Pv_NoS_Notag_s_09,62650,dadaR1s,Rev,.1,Denoised
Pv_NwK_ST5-38_s_29,39341,dadaR1s,Rev,.1,Denoised
Pv_NwK_ST5-39_s_30,46946,dadaR1s,Rev,.1,Denoised
Pv_RB_11218_s_13,112023,dadaR1s,Rev,.1,Denoised
Pv_RB_11221_s_23,80682,dadaR1s,Rev,.1,Denoised
Pv_RB_1418_s_15,56951,dadaR1s,Rev,.1,Denoised
Pv_RB_1420_s_16,45276,dadaR1s,Rev,.1,Denoised
Pv_RB_MPA_11417_s_20,31677,dadaR1s,Rev,.1,Denoised
Pv_RB_MPA_11419_s_21,73298,dadaR1s,Rev,.1,Denoised
Pv_RB_MPA_1865_s_24,32071,dadaR1s,Rev,.1,Denoised
Pv_RB_MPA_1866_s_14,32299,dadaR1s,Rev,.1,Denoised
Pv_SMK_ROV25-12_s_33,39529,dadaR1s,Rev,.1,Denoised
Pv_SMK_ROV25-13_s_35,33575,dadaR1s,Rev,.1,Denoised
Pv_SMK_ROV25-14_s_36,51396,dadaR1s,Rev,.1,Denoised
Pv_SRT_046-26_s_11,30698,dadaR1s,Rev,.1,Denoised
Pv_SRT_046-49_s_12,69913,dadaR1s,Rev,.1,Denoised
Pv_SSNd_H044-01642_s_45,66969,dadaR1s,Rev,.1,Denoised
Pv_SSNd_H044-01643_s_46,45029,dadaR1s,Rev,.1,Denoised
Pv_SSNd_H044-01645_s_47,32869,dadaR1s,Rev,.1,Denoised
Pv_Sw_11_s_05,30511,dadaR1s,Rev,.1,Denoised
Pv_Sw_9_s_04,33404,dadaR1s,Rev,.1,Denoised
Gb_BS_imp_15O4_s_31,28963,dadaR2s,Rev,.2,Denoised
Gb_BS_imp_18R6_s_38,54227,dadaR2s,Rev,.2,Denoised
Gb_BS_imp_23W4_s_37,36363,dadaR2s,Rev,.2,Denoised
Gb_BS_imp_9I4_s_39,35222,dadaR2s,Rev,.2,Denoised
Gb_BS_unimp_14N5_s_41,71218,dadaR2s,Rev,.2,Denoised
Gb_BS_unimp_3C6_s_43,44866,dadaR2s,Rev,.2,Denoised
Gb_BS_unimp_4D2_s_40,31119,dadaR2s,Rev,.2,Denoised
Gb_BS_unimp_6F4_s_42,45212,dadaR2s,Rev,.2,Denoised
Gb_Can_M_Trip8-75.1_d_69,61112,dadaR2s,Rev,.2,Denoised
Gb_Can_M_Trip8-75.2_d_70,56714,dadaR2s,Rev,.2,Denoised
Gb_Can_M_Trip8-75.3_d_71,44681,dadaR2s,Rev,.2,Denoised
Gb_Can_S_15O6_d_75,25101,dadaR2s,Rev,.2,Denoised
Gb_Can_S_16P6_s_55,136444,dadaR2s,Rev,.2,Denoised
Gb_Can_S_17Q3_d_77,53929,dadaR2s,Rev,.2,Denoised
Gb_Can_S_23W6_d_78,20209,dadaR2s,Rev,.2,Denoised
Gb_Can_S_2B6_d_76,35170,dadaR2s,Rev,.2,Denoised
Gb_Can_S_5E2_s_44,69842,dadaR2s,Rev,.2,Denoised
Gb_Can_S_8H6_s_54,45481,dadaR2s,Rev,.2,Denoised
Gb_FS_MPA_14N4_s_50,33557,dadaR2s,Rev,.2,Denoised
Gb_FS_MPA_20T6_s_49,45380,dadaR2s,Rev,.2,Denoised
Gb_FS_MPA_22V2_s_51,57216,dadaR2s,Rev,.2,Denoised
Gb_NOR_17Q2_s_01,66818,dadaR2s,Rev,.2,Denoised
Gb_NOR_18R2_s_02,47854,dadaR2s,Rev,.2,Denoised
Gb_NOR_1A7_s_03,42739,dadaR2s,Rev,.2,Denoised
Gb_NwK_12L5_s_27,32538,dadaR2s,Rev,.2,Denoised
Gb_NwK_21U5_s_28,42574,dadaR2s,Rev,.2,Denoised
Gb_OK_289_d_02,43951,dadaR2s,Rev,.2,Denoised
Gb_RSB_MPA_13M4_d_74,26676,dadaR2s,Rev,.2,Denoised
Gb_RSB_MPA_13M5_d_72,32652,dadaR2s,Rev,.2,Denoised
Gb_RSB_MPA_18R4_d_73,41403,dadaR2s,Rev,.2,Denoised
Gb_SRT_1A5_s_23,59760,dadaR2s,Rev,.2,Denoised
Gb_SRT_8H5_s_22,54083,dadaR2s,Rev,.2,Denoised
Gb_Sva_20T5_s_25,44310,dadaR2s,Rev,.2,Denoised
Gb_Sva_7G6_s_26,32167,dadaR2s,Rev,.2,Denoised
Gb_Sw_15O5_s_21,62886,dadaR2s,Rev,.2,Denoised
Gb_Sw_22V6_s_06,56020,dadaR2s,Rev,.2,Denoised
Gh_Can_M_Trip8-75.5_d_66,45172,dadaR2s,Rev,.2,Denoised
Gh_Can_M_Trip8-75.7_d_67,55308,dadaR2s,Rev,.2,Denoised
Gh_Can_M_Trip8-75.8_d_68,45153,dadaR2s,Rev,.2,Denoised
Gh_Ice_A11-641-B_s_25,75806,dadaR2s,Rev,.2,Denoised
Gh_Ice_ME85-3-1123-2-C_d_59,57626,dadaR2s,Rev,.2,Denoised
Gh_Ice_ME85-3-1123-B_d_60,77262,dadaR2s,Rev,.2,Denoised
Gh_Ice_ME85-3-1132-A_s_32,122089,dadaR2s,Rev,.2,Denoised
Gh_JMR-SM_AGT03-26_d_93,53263,dadaR2s,Rev,.2,Denoised
Gh_JMR_DR01-A_d_87,38009,dadaR2s,Rev,.2,Denoised
Gh_JMR_DR01-B_d_88,53056,dadaR2s,Rev,.2,Denoised
Gh_JMR_DR01-C_d_89,40082,dadaR2s,Rev,.2,Denoised
Gh_JMR_DR05-1-A_s_85,41089,dadaR2s,Rev,.2,Denoised
Gh_JMR_DR05-1-B_s_86,54815,dadaR2s,Rev,.2,Denoised
Gh_KS_193.1_d_79,33306,dadaR2s,Rev,.2,Denoised
Gh_KS_193.2_d_81,85686,dadaR2s,Rev,.2,Denoised
Gh_KS_197.1_s_57,58583,dadaR2s,Rev,.2,Denoised
Gh_KS_200.5_s_58,58862,dadaR2s,Rev,.2,Denoised
Gh_OK_293_d_01,75159,dadaR2s,Rev,.2,Denoised
Gh_SM_AGT07-22.10_s_28,52835,dadaR2s,Rev,.2,Denoised
Gh_SM_AGT07-22.2_s_56,66833,dadaR2s,Rev,.2,Denoised
Gh_SM_AGT07-22.3_s_27,45909,dadaR2s,Rev,.2,Denoised
Gh_SM_ROV12-11.2_d_29,26416,dadaR2s,Rev,.2,Denoised
Gh_SM_ROV19-11_d_30,44356,dadaR2s,Rev,.2,Denoised
Gh_Sva_100_d_82,63370,dadaR2s,Rev,.2,Denoised
Gh_Sva_101_d_84,78700,dadaR2s,Rev,.2,Denoised
Gh_Sva_62_s_31,25511,dadaR2s,Rev,.2,Denoised
Gh_Vst_011TVG-004B_d_92,35299,dadaR2s,Rev,.2,Denoised
Gh_Vst_019TVG-003B_d_90,82275,dadaR2s,Rev,.2,Denoised
Gh_Vst_019TVG-010B_d_91,33066,dadaR2s,Rev,.2,Denoised
Gh_Vst_045TVG-005B_i_61,93520,dadaR2s,Rev,.2,Denoised
Gh_Vst_045TVG-011B_i_62,106043,dadaR2s,Rev,.2,Denoised
Gh_Vst_045TVG-012B_i_64,73067,dadaR2s,Rev,.2,Denoised
Gh_Vst_080TVG-009B_s_17,87344,dadaR2s,Rev,.2,Denoised
Gh_Vst_080TVG-010B_s_18,136876,dadaR2s,Rev,.2,Denoised
Gh_Vst_080TVG-013B_s_19,117730,dadaR2s,Rev,.2,Denoised
Pv_FS_MPA_01601_s_52,36780,dadaR2s,Rev,.2,Denoised
Pv_FS_MPA_01602_s_26,64654,dadaR2s,Rev,.2,Denoised
Pv_FS_MPA_01603_s_53,24743,dadaR2s,Rev,.2,Denoised
Pv_NoS_11452_s_08,46004,dadaR2s,Rev,.2,Denoised
Pv_NoS_11456_s_22,39553,dadaR2s,Rev,.2,Denoised
Pv_NoS_Notag_s_09,63673,dadaR2s,Rev,.2,Denoised
Pv_NwK_ST5-38_s_29,40689,dadaR2s,Rev,.2,Denoised
Pv_NwK_ST5-39_s_30,48083,dadaR2s,Rev,.2,Denoised
Pv_RB_11218_s_13,113137,dadaR2s,Rev,.2,Denoised
Pv_RB_11221_s_23,81158,dadaR2s,Rev,.2,Denoised
Pv_RB_1418_s_15,57739,dadaR2s,Rev,.2,Denoised
Pv_RB_1420_s_16,45882,dadaR2s,Rev,.2,Denoised
Pv_RB_MPA_11417_s_20,31967,dadaR2s,Rev,.2,Denoised
Pv_RB_MPA_11419_s_21,74135,dadaR2s,Rev,.2,Denoised
Pv_RB_MPA_1865_s_24,32698,dadaR2s,Rev,.2,Denoised
Pv_RB_MPA_1866_s_14,33015,dadaR2s,Rev,.2,Denoised
Pv_SMK_ROV25-12_s_33,40170,dadaR2s,Rev,.2,Denoised
Pv_SMK_ROV25-13_s_35,34208,dadaR2s,Rev,.2,Denoised
Pv_SMK_ROV25-14_s_36,52208,dadaR2s,Rev,.2,Denoised
Pv_SRT_046-26_s_11,31073,dadaR2s,Rev,.2,Denoised
Pv_SRT_046-49_s_12,70678,dadaR2s,Rev,.2,Denoised
Pv_SSNd_H044-01642_s_45,67775,dadaR2s,Rev,.2,Denoised
Pv_SSNd_H044-01643_s_46,45734,dadaR2s,Rev,.2,Denoised
Pv_SSNd_H044-01645_s_47,33556,dadaR2s,Rev,.2,Denoised
Pv_Sw_11_s_05,31215,dadaR2s,Rev,.2,Denoised
Pv_Sw_9_s_04,34417,dadaR2s,Rev,.2,Denoised
